stock,fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
PWR,2020-03-31,2020-05-07,0.47,0.46,0.01,2.1739
PWR,2019-12-31,2020-02-27,0.93,0.83,0.1,12.0482
PYPL,2025-03-31,2025-04-29,1.33,1.16,0.17,14.6552
PYPL,2024-12-31,2025-02-04,1.19,1.12,0.07,6.25
PYPL,2024-09-30,2024-10-29,1.2,1.07,0.13,12.1495
PYPL,2024-06-30,2024-07-30,1.19,0.99,0.2,20.202
PYPL,2024-03-31,2024-04-30,1.4,1.22,0.18,14.7541
PYPL,2023-12-31,2024-02-07,1.48,1.36,0.12,8.8235
PYPL,2023-09-30,2023-11-01,1.3,1.23,0.07,5.6911
PYPL,2023-06-30,2023-08-02,1.16,1.16,0,0
PYPL,2023-03-31,2023-05-08,1.17,1.1,0.07,6.3636
PYPL,2022-12-31,2023-02-09,1.24,1.2,0.04,3.3333
PYPL,2022-09-30,2022-11-03,1.08,0.96,0.12,12.5
PYPL,2022-06-30,2022-08-02,0.93,0.87,0.06,6.8966
PYPL,2022-03-31,2022-04-27,0.88,0.88,0,0
PYPL,2021-12-31,2022-02-01,1.11,1.12,-0.01,-0.8929
PYPL,2021-09-30,2021-11-08,1.11,1.08,0.03,2.7778
PYPL,2021-06-30,2021-07-28,1.15,1.12,0.03,2.6786
PYPL,2021-03-31,2021-05-05,1.22,1.02,0.2,19.6078
PYPL,2020-12-31,2021-02-03,1.08,1,0.08,8
PYPL,2020-09-30,2020-11-02,1.07,0.94,0.13,13.8298
PYPL,2020-06-30,2020-07-29,1.07,0.87,0.2,22.9885
PYPL,2020-03-31,2020-05-06,0.66,0.75,-0.09,-12
PYPL,2019-12-31,2020-01-29,0.86,0.83,0.03,3.6145
QCOM,2025-03-31,2025-04-30,2.85,2.82,0.03,1.0638
QCOM,2024-12-31,2025-02-05,3.41,2.99,0.42,14.0468
QCOM,2024-09-30,2024-11-06,2.69,2.57,0.12,4.6693
QCOM,2024-06-30,2024-07-31,2.33,2.25,0.08,3.5556
QCOM,2024-03-31,2024-05-01,2.44,2.32,0.12,5.1724
QCOM,2023-12-31,2024-01-31,2.75,2.37,0.38,16.0338
QCOM,2023-09-30,2023-11-01,2.02,1.91,0.11,5.7592
QCOM,2023-06-30,2023-08-02,1.87,1.81,0.06,3.3149
QCOM,2023-03-31,2023-05-03,2.15,2.15,0,0
QCOM,2022-12-31,2023-02-02,2.37,2.34,0.03,1.2821
QCOM,2022-09-30,2022-11-02,3.13,3.13,0,0
QCOM,2022-06-30,2022-07-27,2.96,2.87,0.09,3.1359
QCOM,2022-03-31,2022-04-27,3.21,2.91,0.3,10.3093
QCOM,2021-12-31,2022-02-02,3.23,3.01,0.22,7.309
QCOM,2021-09-30,2021-11-03,2.55,2.26,0.29,12.8319
QCOM,2021-06-30,2021-07-28,1.92,1.68,0.24,14.2857
QCOM,2021-03-31,2021-04-28,1.9,1.67,0.23,13.7725
QCOM,2020-12-31,2021-02-03,2.17,2.1,0.07,3.3333
QCOM,2020-09-30,2020-11-04,1.45,1.17,0.28,23.9316
QCOM,2020-06-30,2020-07-29,0.86,0.71,0.15,21.1268
QCOM,2020-03-31,2020-04-29,0.88,0.78,0.1,12.8205
QCOM,2019-12-31,2020-02-05,0.99,0.85,0.14,16.4706
QRVO,2025-03-31,2025-04-29,1.42,1,0.42,42
QRVO,2024-12-31,2025-01-28,1.61,1.21,0.4,33.0579
QRVO,2024-09-30,2024-10-29,1.88,1.85,0.03,1.6216
QRVO,2024-06-30,2024-07-30,0.87,0.71,0.16,22.5352
QRVO,2024-03-31,2024-05-01,1.39,1.21,0.18,14.876
QRVO,2023-12-31,2024-01-31,2.1,1.66,0.44,26.506
QRVO,2023-09-30,2023-11-01,2.39,1.77,0.62,35.0282
QRVO,2023-06-30,2023-08-02,0.34,0.15,0.19,126.6667
QRVO,2023-03-31,2023-05-03,0.26,0.13,0.13,100
QRVO,2022-12-31,2023-02-01,0.75,0.64,0.11,17.1875
QRVO,2022-09-30,2022-11-02,2.66,2.54,0.12,4.7244
QRVO,2022-06-30,2022-08-03,2.25,2.12,0.13,6.1321
QRVO,2022-03-31,2022-05-04,3.12,2.93,0.19,6.4846
QRVO,2021-12-31,2022-02-02,2.98,2.76,0.22,7.971
QRVO,2021-09-30,2021-11-03,3.42,3.25,0.17,5.2308
QRVO,2021-06-30,2021-08-04,2.83,2.45,0.38,15.5102
QRVO,2021-03-31,2021-05-05,2.74,2.43,0.31,12.7572
QRVO,2020-12-31,2021-02-03,3.08,2.68,0.4,14.9254
QRVO,2020-09-30,2020-11-04,2.43,2.12,0.31,14.6226
QRVO,2020-06-30,2020-07-29,1.5,1.13,0.37,32.7434
QRVO,2020-03-31,2020-05-07,1.57,1.33,0.24,18.0451
QRVO,2019-12-31,2020-01-29,1.86,1.68,0.18,10.7143
REG,2025-03-31,2025-04-29,0.58,0.57,0.01,1.7544
REG,2024-12-31,2025-02-06,0.46,0.47,-0.01,-2.1277
REG,2024-09-30,2024-10-28,0.54,0.47,0.07,14.8936
REG,2024-06-30,2024-08-01,0.54,0.46,0.08,17.3913
REG,2024-03-31,2024-05-02,0.58,0.47,0.11,23.4043
REG,2023-12-31,2024-02-08,0.47,0.5,-0.03,-6
REG,2023-09-30,2023-11-02,0.5,0.47,0.03,6.383
REG,2023-06-30,2023-08-03,0.51,0.5,0.01,2
REG,2023-03-31,2023-05-04,0.57,0.51,0.06,11.7647
REG,2022-12-31,2023-02-09,0.56,0.46,0.1,21.7391
REG,2022-09-30,2022-11-03,0.51,0.46,0.05,10.8696
REG,2022-06-30,2022-08-04,0.61,0.45,0.16,35.5556
REG,2022-03-31,2022-05-03,1.13,0.43,0.7,162.7907
REG,2021-12-31,2022-02-10,0.39,0.46,-0.07,-15.2174
REG,2021-09-30,2021-11-04,0.69,0.52,0.17,32.6923
REG,2021-06-30,2021-08-05,0.56,0.29,0.27,93.1034
REG,2021-03-31,2021-05-06,0.47,0.17,0.3,176.4706
REG,2020-12-31,2021-02-11,0.23,0.17,0.06,35.2941
REG,2020-09-30,2020-11-05,0.07,0.21,-0.14,-66.6667
REG,2020-06-30,2020-08-03,0.11,0.27,-0.16,-59.2593
REG,2020-03-31,2020-05-07,-0.15,0.36,-0.51,-141.6667
REG,2019-12-31,2020-02-12,0.24,0.4,-0.16,-40
REGN,2025-03-31,2025-04-29,8.22,8.48,-0.26,-3.066
REGN,2024-12-31,2025-02-04,12.07,11.19,0.88,7.8642
REGN,2024-09-30,2024-10-31,12.46,11.7,0.76,6.4957
REGN,2024-06-30,2024-08-01,11.56,10.61,0.95,8.9538
REGN,2024-03-31,2024-05-02,9.55,10.09,-0.54,-5.3518
REGN,2023-12-31,2024-02-02,11.86,10.73,1.13,10.5312
REGN,2023-09-30,2023-11-02,11.59,10.72,0.87,8.1157
REGN,2023-06-30,2023-08-03,10.24,9.84,0.4,4.065
REGN,2023-03-31,2023-05-04,10.09,9.56,0.53,5.5439
REGN,2022-12-31,2023-02-03,12.56,10.03,2.53,25.2243
REGN,2022-09-30,2022-11-03,11.14,9.48,1.66,17.5105
REGN,2022-06-30,2022-08-03,9.77,8.84,0.93,10.5204
REGN,2022-03-31,2022-05-04,8.93,9.74,-0.81,-8.3162
REGN,2021-12-31,2022-02-04,21.32,18.35,2.97,16.1853
REGN,2021-09-30,2021-11-04,14.37,10.1,4.27,42.2772
REGN,2021-06-30,2021-08-05,25.8,17.53,8.27,47.1763
REGN,2021-03-31,2021-05-06,9.89,9,0.89,9.8889
REGN,2020-12-31,2021-02-05,9.53,8.39,1.14,13.5876
REGN,2020-09-30,2020-11-05,8.36,7.14,1.22,17.0868
REGN,2020-06-30,2020-08-05,7.16,5.98,1.18,19.7324
REGN,2020-03-31,2020-05-05,6.6,6.13,0.47,7.6672
REGN,2019-12-31,2020-02-06,7.5,6.91,0.59,8.5384
RF,2025-03-31,2025-04-17,0.54,0.51,0.03,5.8824
RF,2024-12-31,2025-01-17,0.59,0.55,0.04,7.2727
RF,2024-09-30,2024-10-18,0.49,0.52,-0.03,-5.7692
RF,2024-06-30,2024-07-19,0.54,0.49,0.05,10.2041
RF,2024-03-31,2024-04-19,0.44,0.46,-0.02,-4.3478
RF,2023-12-31,2024-01-19,0.52,0.48,0.04,8.3333
RF,2023-09-30,2023-10-20,0.5,0.58,-0.08,-13.7931
RF,2023-06-30,2023-07-21,0.59,0.59,0,0
RF,2023-03-31,2023-04-21,0.63,0.64,-0.01,-1.5625
RF,2022-12-31,2023-01-20,0.67,0.65,0.02,3.0769
RF,2022-09-30,2022-10-21,0.56,0.59,-0.03,-5.0847
RF,2022-06-30,2022-07-22,0.59,0.53,0.06,11.3208
RF,2022-03-31,2022-04-22,0.55,0.47,0.08,17.0213
RF,2021-12-31,2022-01-20,0.44,0.5,-0.06,-12
RF,2021-09-30,2021-10-22,0.65,0.53,0.12,22.6415
RF,2021-06-30,2021-07-23,0.76,0.53,0.23,43.3962
RF,2021-03-31,2021-04-23,0.64,0.48,0.16,33.3333
RF,2020-12-31,2021-01-22,0.62,0.42,0.2,47.619
RF,2020-09-30,2020-10-20,0.49,0.33,0.16,48.4848
RF,2020-06-30,2020-07-17,-0.25,0.06,-0.31,-516.6667
RF,2020-03-31,2020-04-17,0.15,0.31,-0.16,-51.6129
RF,2019-12-31,2020-01-17,0.4,0.39,0.01,2.5641
RJF,2025-03-31,2025-04-23,2.42,2.44,-0.02,-0.8197
RJF,2024-12-31,2025-01-29,2.93,2.69,0.24,8.9219
RJF,2024-09-30,2024-10-23,2.95,2.41,0.54,22.4066
RJF,2024-06-30,2024-07-24,2.39,2.32,0.07,3.0172
RJF,2024-03-31,2024-04-24,2.31,2.31,0,0
RJF,2023-12-31,2024-01-24,2.4,2.26,0.14,6.1947
RJF,2023-09-30,2023-10-25,2.13,2.28,-0.15,-6.5789
RJF,2023-06-30,2023-07-26,1.85,2.16,-0.31,-14.3519
RJF,2023-03-31,2023-04-26,2.03,2.23,-0.2,-8.9686
RJF,2022-12-31,2023-01-25,2.29,2.28,0.01,0.4386
RJF,2022-09-30,2022-10-26,2.08,2,0.08,4
RJF,2022-06-30,2022-07-27,1.61,1.66,-0.05,-3.012
RJF,2022-03-31,2022-04-27,1.55,1.64,-0.09,-5.4878
RJF,2021-12-31,2022-01-26,2.12,1.76,0.36,20.4545
RJF,2021-09-30,2021-10-27,2.06,1.71,0.35,20.4678
RJF,2021-06-30,2021-07-28,1.83,1.59,0.24,15.0943
RJF,2021-03-31,2021-04-28,1.67,1.45,0.22,15.1724
RJF,2020-12-31,2021-01-27,1.49,1.15,0.34,29.5652
RJF,2020-09-30,2020-10-28,1.19,0.89,0.3,33.7079
RJF,2020-06-30,2020-07-29,0.82,0.65,0.17,26.1538
RJF,2020-03-31,2020-04-29,0.8,0.97,-0.17,-17.5258
RJF,2019-12-31,2020-01-22,1.26,1.29,-0.03,-2.3256
RL,2025-03-31,2025-05-22,2.27,2.04,0.23,11.2745
RL,2024-12-31,2025-02-06,4.82,4.53,0.29,6.4018
RL,2024-09-30,2024-11-07,2.54,2.42,0.12,4.9587
RL,2024-06-30,2024-08-07,2.7,2.47,0.23,9.3117
RL,2024-03-31,2024-05-23,1.71,1.66,0.05,3.012
RL,2023-12-31,2024-02-08,4.17,3.54,0.63,17.7966
RL,2023-09-30,2023-11-08,2.1,1.93,0.17,8.8083
RL,2023-06-30,2023-08-10,2.34,2.13,0.21,9.8592
RL,2023-03-31,2023-05-25,0.9,0.61,0.29,47.541
RL,2022-12-31,2023-02-09,3.35,2.92,0.43,14.726
RL,2022-09-30,2022-11-10,2.23,2.08,0.15,7.2115
RL,2022-06-30,2022-08-09,1.88,1.75,0.13,7.4286
RL,2022-03-31,2022-05-24,0.49,0.36,0.13,36.1111
RL,2021-12-31,2022-02-03,2.94,2.17,0.77,35.4839
RL,2021-09-30,2021-11-02,2.62,2,0.62,31
RL,2021-06-30,2021-08-03,2.29,0.88,1.41,160.2273
RL,2021-03-31,2021-05-20,0.38,-0.73,1.11,152.0548
RL,2020-12-31,2021-02-04,1.67,1.63,0.04,2.454
RL,2020-09-30,2020-10-29,1.44,0.9,0.54,60
RL,2020-06-30,2020-08-04,-1.82,-1.72,-0.1,-5.814
RL,2020-03-31,2020-05-27,-0.68,-0.4,-0.28,-70
RL,2019-12-31,2020-02-04,2.86,2.45,0.41,16.7347
RMD,2025-03-31,2025-04-23,2.37,2.36,0.01,0.4237
RMD,2024-12-31,2025-01-30,2.43,2.31,0.12,5.1948
RMD,2024-09-30,2024-10-24,2.2,2.04,0.16,7.8431
RMD,2024-06-30,2024-08-01,2.08,2.07,0.01,0.4831
RMD,2024-03-31,2024-04-25,2.13,1.91,0.22,11.5183
RMD,2023-12-31,2024-01-24,1.88,1.8,0.08,4.4444
RMD,2023-09-30,2023-10-26,1.64,1.62,0.02,1.2346
RMD,2023-06-30,2023-08-03,1.6,1.69,-0.09,-5.3254
RMD,2023-03-31,2023-04-27,1.68,1.59,0.09,5.6604
RMD,2022-12-31,2023-01-26,1.66,1.62,0.04,2.4691
RMD,2022-09-30,2022-10-27,1.51,1.52,-0.01,-0.6579
RMD,2022-06-30,2022-08-11,1.49,1.45,0.04,2.7586
RMD,2022-03-31,2022-04-28,1.32,1.42,-0.1,-7.0423
RMD,2021-12-31,2022-01-27,1.47,1.52,-0.05,-3.2895
RMD,2021-09-30,2021-10-28,1.51,1.36,0.15,11.0294
RMD,2021-06-30,2021-08-05,1.35,1.3,0.05,3.8462
RMD,2021-03-31,2021-04-29,1.3,1.27,0.03,2.3622
RMD,2020-12-31,2021-01-28,1.41,1.27,0.14,11.0236
RMD,2020-09-30,2020-10-29,1.27,1.03,0.24,23.301
RMD,2020-06-30,2020-08-05,1.33,1.08,0.25,23.1481
RMD,2020-03-31,2020-04-30,1.29,1.05,0.24,22.8571
RMD,2019-12-31,2020-01-30,1.21,1.02,0.19,18.6275
ROK,2025-03-31,2025-05-07,2.45,2.12,0.33,15.566
ROK,2024-12-31,2025-02-10,1.83,1.58,0.25,15.8228
ROK,2024-09-30,2024-11-07,2.47,2.47,0,0
ROK,2024-06-30,2024-08-07,2.71,2.08,0.63,30.2885
ROK,2024-03-31,2024-05-07,2.5,2.16,0.34,15.7407
ROK,2023-12-31,2024-01-31,2.04,2.64,-0.6,-22.7273
ROK,2023-09-30,2023-11-02,3.64,3.45,0.19,5.5072
ROK,2023-06-30,2023-08-01,3.01,3.17,-0.16,-5.0473
ROK,2023-03-31,2023-04-27,3.01,2.6,0.41,15.7692
ROK,2022-12-31,2023-01-26,2.46,1.88,0.58,30.8511
ROK,2022-09-30,2022-11-02,3.04,2.97,0.07,2.3569
ROK,2022-06-30,2022-07-27,2.66,2.38,0.28,11.7647
ROK,2022-03-31,2022-05-03,1.66,2.26,-0.6,-26.5487
ROK,2021-12-31,2022-01-27,2.14,1.91,0.23,12.0419
ROK,2021-09-30,2021-11-02,2.33,2.17,0.16,7.3733
ROK,2021-06-30,2021-07-27,2.31,2.09,0.22,10.5263
ROK,2021-03-31,2021-04-28,2.41,2.16,0.25,11.5741
ROK,2020-12-31,2021-01-26,2.38,1.89,0.49,25.9259
ROK,2020-09-30,2020-11-10,1.87,1.74,0.13,7.4713
ROK,2020-06-30,2020-07-28,1.27,1.15,0.12,10.4348
ROK,2020-03-31,2020-04-28,2.43,1.82,0.61,33.5165
ROK,2019-12-31,2020-01-29,2.11,2.1,0.01,0.4762
ROL,2025-03-31,2025-04-23,0.22,0.2172,0.0028,1.2891
ROL,2024-12-31,2025-02-12,0.23,0.2318,-0.0018,-0.7765
ROL,2024-09-30,2024-10-23,0.29,0.3,-0.01,-3.3333
ROL,2024-06-30,2024-07-24,0.27,0.27,0,0
ROL,2024-03-31,2024-04-24,0.2,0.2,0,0
ROL,2023-12-31,2024-02-14,0.21,0.21,0,0
ROL,2023-09-30,2023-10-25,0.28,0.25,0.03,12
ROL,2023-06-30,2023-07-26,0.23,0.23,0,0
ROL,2023-03-31,2023-04-26,0.18,0.17,0.01,5.8824
ROL,2022-12-31,2023-02-15,0.17,0.17,0,0
ROL,2022-09-30,2022-10-26,0.22,0.21,0.01,4.7619
ROL,2022-06-30,2022-07-27,0.2,0.2,0,0
ROL,2022-03-31,2022-04-27,0.15,0.14,0.01,7.1429
ROL,2021-12-31,2022-01-26,0.14,0.15,-0.01,-6.6667
ROL,2021-09-30,2021-10-27,0.19,0.2,-0.01,-5
ROL,2021-06-30,2021-07-28,0.2,0.18,0.02,11.1111
ROL,2021-03-31,2021-04-28,0.14,0.11,0.03,27.2727
ROL,2020-12-31,2021-01-27,0.13,0.13,0,0
ROL,2020-09-30,2020-10-28,0.17,0.16,0.01,6.25
ROL,2020-06-30,2020-07-29,0.15,0.12,0.03,25
ROL,2020-03-31,2020-04-29,0.09,0.09,0,0
ROL,2019-12-31,2020-01-29,0.11,0.11,0,0
ROP,2025-03-31,2025-04-28,4.78,4.74,0.04,0.8439
ROP,2024-12-31,2025-01-30,4.81,4.73,0.08,1.6913
ROP,2024-09-30,2024-10-23,4.62,4.53,0.09,1.9868
ROP,2024-06-30,2024-07-24,4.48,4.46,0.02,0.4484
ROP,2024-03-31,2024-04-26,4.41,4.34,0.07,1.6129
ROP,2023-12-31,2024-01-31,4.37,4.34,0.03,0.6912
ROP,2023-09-30,2023-10-25,4.32,4.22,0.1,2.3697
ROP,2023-06-30,2023-07-21,4.12,3.99,0.13,3.2581
ROP,2023-03-31,2023-04-27,3.9,3.85,0.05,1.2987
ROP,2022-12-31,2023-01-27,3.92,3.77,0.15,3.9788
ROP,2022-09-30,2022-10-26,3.67,3.46,0.21,6.0694
ROP,2022-06-30,2022-07-22,3.95,3.59,0.36,10.0279
ROP,2022-03-31,2022-04-26,3.77,3.69,0.08,2.168
ROP,2021-12-31,2022-02-02,3.73,3.67,0.06,1.6349
ROP,2021-09-30,2021-10-22,3.91,3.83,0.08,2.0888
ROP,2021-06-30,2021-07-23,3.76,3.67,0.09,2.4523
ROP,2021-03-31,2021-04-27,3.6,3.32,0.28,8.4337
ROP,2020-12-31,2021-01-29,3.56,3.48,0.08,2.2989
ROP,2020-09-30,2020-10-27,3.17,3.05,0.12,3.9344
ROP,2020-06-30,2020-07-28,2.94,2.67,0.27,10.1124
ROP,2020-03-31,2020-04-28,3.05,2.91,0.14,4.811
ROP,2019-12-31,2020-01-30,3.39,3.35,0.04,1.194
ROST,2025-04-30,2025-05-22,1.47,1.43,0.04,2.7972
ROST,2025-01-31,2025-03-04,1.79,1.66,0.13,7.8313
ROST,2024-10-31,2024-11-21,1.48,1.4,0.08,5.7143
ROST,2024-07-31,2024-08-22,1.59,1.5,0.09,6
ROST,2024-04-30,2024-05-23,1.46,1.35,0.11,8.1481
ROST,2024-01-31,2024-03-05,1.82,1.65,0.17,10.303
ROST,2023-10-31,2023-11-16,1.33,1.22,0.11,9.0164
ROST,2023-07-31,2023-08-17,1.32,1.16,0.16,13.7931
ROST,2023-04-30,2023-05-18,1.09,1.06,0.03,2.8302
ROST,2023-01-31,2023-02-28,1.31,1.24,0.07,5.6452
ROST,2022-10-31,2022-11-17,1,0.81,0.19,23.4568
ROST,2022-07-31,2022-08-18,1.11,1.11,0,0
ROST,2022-04-30,2022-05-19,0.97,0.97,0,0
ROST,2022-01-31,2022-03-01,1.04,1.04,0,0
ROST,2021-10-31,2021-11-18,1.09,1.09,0,0
ROST,2021-07-31,2021-08-19,1.39,1.39,0,0
ROST,2021-04-30,2021-05-20,1.34,1.34,0,0
ROST,2021-01-31,2021-03-02,0.57,0.57,0,0
ROST,2020-10-31,2020-11-19,1.02,1.02,0,0
ROST,2020-07-31,2020-08-20,0.06,0.06,0,0
ROST,2020-04-30,2020-05-21,-0.87,-0.87,0,0
ROST,2020-01-31,2020-03-03,1.28,1.28,0,0
RSG,2025-03-31,2025-04-24,1.58,1.5303,0.0497,3.2477
RSG,2024-12-31,2025-02-13,1.58,1.3903,0.1897,13.6445
RSG,2024-09-30,2024-10-29,1.81,1.61,0.2,12.4224
RSG,2024-06-30,2024-07-24,1.61,1.53,0.08,5.2288
RSG,2024-03-31,2024-04-30,1.45,1.35,0.1,7.4074
RSG,2023-12-31,2024-02-27,1.41,1.29,0.12,9.3023
RSG,2023-09-30,2023-10-26,1.54,1.42,0.12,8.4507
RSG,2023-06-30,2023-07-31,1.41,1.32,0.09,6.8182
RSG,2023-03-31,2023-04-27,1.24,1.13,0.11,9.7345
RSG,2022-12-31,2023-02-15,1.13,1.02,0.11,10.7843
RSG,2022-09-30,2022-10-27,1.34,1.22,0.12,9.8361
RSG,2022-06-30,2022-08-04,1.32,1.18,0.14,11.8644
RSG,2022-03-31,2022-05-05,1.14,1.05,0.09,8.5714
RSG,2021-12-31,2022-02-10,1.02,1.01,0.01,0.9901
RSG,2021-09-30,2021-10-28,1.11,1.05,0.06,5.7143
RSG,2021-06-30,2021-07-29,1.09,0.96,0.13,13.5417
RSG,2021-03-31,2021-05-05,0.93,0.86,0.07,8.1395
RSG,2020-12-31,2021-02-22,1,0.82,0.18,21.9512
RSG,2020-09-30,2020-11-05,1,0.82,0.18,21.9512
RSG,2020-06-30,2020-08-06,0.81,0.59,0.22,37.2881
RSG,2020-03-31,2020-05-05,0.77,0.76,0.01,1.3158
RSG,2019-12-31,2020-02-13,0.91,0.89,0.02,2.2472
RTX,2025-03-31,2025-04-22,1.47,1.37,0.1,7.2993
RTX,2024-12-31,2025-01-28,1.54,1.38,0.16,11.5942
RTX,2024-09-30,2024-10-22,1.45,1.34,0.11,8.209
RTX,2024-06-30,2024-07-25,1.41,1.3,0.11,8.4615
RTX,2024-03-31,2024-04-23,1.34,1.23,0.11,8.9431
RTX,2023-12-31,2024-01-23,1.29,1.25,0.04,3.2
RTX,2023-09-30,2023-10-24,1.25,1.22,0.03,2.459
RTX,2023-06-30,2023-07-25,1.29,1.18,0.11,9.322
RTX,2023-03-31,2023-04-25,1.22,1.13,0.09,7.9646
RTX,2022-12-31,2023-01-24,1.27,1.25,0.02,1.6
RTX,2022-09-30,2022-10-25,1.21,1.14,0.07,6.1404
RTX,2022-06-30,2022-07-26,1.16,1.11,0.05,4.5045
RTX,2022-03-31,2022-04-26,1.15,1.02,0.13,12.7451
RTX,2021-12-31,2022-01-25,1.08,1.02,0.06,5.8824
RTX,2021-09-30,2021-10-26,1.26,1.09,0.17,15.5963
RTX,2021-06-30,2021-07-27,1.03,0.93,0.1,10.7527
RTX,2021-03-31,2021-04-27,0.9,0.83,0.07,8.4337
RTX,2020-12-31,2021-01-26,0.74,0.69,0.05,7.2464
RTX,2020-09-30,2020-10-27,0.58,0.5,0.08,16
RTX,2020-06-30,2020-07-28,0.4,0.12,0.28,233.3333
RTX,2020-03-31,2020-05-07,1.78,1.33,0.45,33.8346
RTX,2019-12-31,2020-01-28,1.94,1.84,0.1,5.4348
SEDG,2025-03-31,2025-05-06,-1.6951,-1.18,-0.5151,-43.6525
SEDG,2024-12-31,2025-02-19,-3.52,-1.6595,-1.8605,-112.1121
SEDG,2024-09-30,2024-11-06,-15.33,-1.63,-13.7,-840.4908
SEDG,2024-06-30,2024-08-07,-1.79,-1.58,-0.21,-13.2911
SEDG,2024-03-31,2024-05-08,-1.9,-1.57,-0.33,-21.0191
SEDG,2023-12-31,2024-02-20,-0.92,-1.33,0.41,30.8271
SEDG,2023-09-30,2023-11-01,-0.55,0.89,-1.44,-161.7978
SEDG,2023-06-30,2023-08-01,2.62,2.52,0.1,3.9683
SEDG,2023-03-31,2023-05-03,2.9,1.93,0.97,50.2591
SEDG,2022-12-31,2023-02-13,2.86,1.56,1.3,83.3333
SEDG,2022-09-30,2022-11-07,0.91,1.44,-0.53,-36.8056
SEDG,2022-06-30,2022-08-02,0.95,1.39,-0.44,-31.6547
SEDG,2022-03-31,2022-05-02,1.2,1.27,-0.07,-5.5118
SEDG,2021-12-31,2022-02-15,1.1,1.31,-0.21,-16.0305
SEDG,2021-09-30,2021-11-02,1.45,1.36,0.09,6.6176
SEDG,2021-06-30,2021-08-02,1.28,1.12,0.16,14.2857
SEDG,2021-03-31,2021-05-03,0.98,0.99,-0.01,-1.0101
SEDG,2020-12-31,2021-02-16,0.98,0.87,0.11,12.6437
SEDG,2020-09-30,2020-11-02,1.21,0.82,0.39,47.561
SEDG,2020-06-30,2020-08-03,0.97,0.69,0.28,40.5797
SEDG,2020-03-31,2020-05-06,0.95,1.25,-0.3,-24
SEDG,2019-12-31,2020-02-19,1.65,1.24,0.41,33.0645
SHW,2025-03-31,2025-04-29,2.25,2.16,0.09,4.1667
SHW,2024-12-31,2025-01-30,2.09,2.06,0.03,1.4563
SHW,2024-09-30,2024-10-22,3.37,3.54,-0.17,-4.8023
SHW,2024-06-30,2024-07-23,3.7,3.48,0.22,6.3218
SHW,2024-03-31,2024-04-23,2.17,2.21,-0.04,-1.81
SHW,2023-12-31,2024-01-25,1.81,1.8,0.01,0.5556
SHW,2023-09-30,2023-10-24,3.2,2.77,0.43,15.5235
SHW,2023-06-30,2023-07-25,3.29,2.69,0.6,22.3048
SHW,2023-03-31,2023-04-25,2.04,1.78,0.26,14.6067
SHW,2022-12-31,2023-01-26,1.89,1.87,0.02,1.0695
SHW,2022-09-30,2022-10-25,2.83,2.56,0.27,10.5469
SHW,2022-06-30,2022-07-27,2.41,2.77,-0.36,-12.9964
SHW,2022-03-31,2022-04-26,1.61,1.54,0.07,4.5455
SHW,2021-12-31,2022-01-27,1.34,1.38,-0.04,-2.8986
SHW,2021-09-30,2021-10-26,2.09,2.1,-0.01,-0.4762
SHW,2021-06-30,2021-07-27,2.65,2.68,-0.03,-1.1194
SHW,2021-03-31,2021-04-27,2.06,1.64,0.42,25.6098
SHW,2020-12-31,2021-01-28,1.7,1.62,0.08,4.9383
SHW,2020-09-30,2020-10-27,2.76,2.6,0.16,6.1538
SHW,2020-06-30,2020-07-28,2.37,1.95,0.42,21.5385
SHW,2020-03-31,2020-04-29,1.36,1.31,0.05,3.8168
SHW,2019-12-31,2020-01-30,1.42,1.46,-0.04,-2.7397
SLB,2025-03-31,2025-04-25,0.58,0.74,-0.16,-21.6216
SLB,2024-12-31,2025-01-17,0.92,0.9,0.02,2.2222
SLB,2024-09-30,2024-10-18,0.89,0.88,0.01,1.1364
SLB,2024-06-30,2024-07-19,0.85,0.83,0.02,2.4096
SLB,2024-03-31,2024-04-19,0.75,0.75,0,0
SLB,2023-12-31,2024-01-19,0.86,0.83,0.03,3.6145
SLB,2023-09-30,2023-10-20,0.78,0.77,0.01,1.2987
SLB,2023-06-30,2023-07-21,0.72,0.71,0.01,1.4085
SLB,2023-03-31,2023-04-21,0.63,0.61,0.02,3.2787
SLB,2022-12-31,2023-01-20,0.71,0.68,0.03,4.4118
SLB,2022-09-30,2022-10-21,0.63,0.55,0.08,14.5455
SLB,2022-06-30,2022-07-22,0.5,0.4,0.1,25
SLB,2022-03-31,2022-04-22,0.34,0.33,0.01,3.0303
SLB,2021-12-31,2022-01-21,0.41,0.39,0.02,5.1282
SLB,2021-09-30,2021-10-22,0.36,0.36,0,0
SLB,2021-06-30,2021-07-23,0.3,0.26,0.04,15.3846
SLB,2021-03-31,2021-04-23,0.21,0.19,0.02,10.5263
SLB,2020-12-31,2021-01-22,0.22,0.17,0.05,29.4118
SLB,2020-09-30,2020-10-16,0.16,0.13,0.03,23.0769
SLB,2020-06-30,2020-07-24,0.05,-0.01,0.06,600
SLB,2020-03-31,2020-04-17,0.25,0.24,0.01,4.1667
SLB,2019-12-31,2020-01-17,0.39,0.37,0.02,5.4054
SNA,2025-03-31,2025-04-17,4.51,4.8188,-0.3088,-6.4082
SNA,2024-12-31,2025-02-06,4.82,4.7943,0.0257,0.5361
